;word;part_of_speech;Positivity;Negativity;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust;wn_synset_id
5278;răcni;Verb;0;1;0;0;0;1;0;0;1;0;ENG30-00913065-v
5279;stropi;Verb;0;0;0;0;0;0;0;0;1;0;ENG30-01374767-v
5280;împroșca;Verb;0;0;0;0;0;0;0;0;1;0;ENG30-01374767-v
5281;învățare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05755883-n
5282;studiere;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05755883-n
5283;studiu;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05755883-n
5284;învățătură;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05755883-n
5285;pregătire;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05755883-n
5286;subiect;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-10668666-n
5287;cobai;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-10668666-n
5288;caz;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-10668666-n
5289;subjugare;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-00421047-n
5290;opresiune;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-00421047-n
5291;oprimare;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-00421047-n
5292;accentua;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00514463-v
5293;evidenția;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00514463-v
5294;întări;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00514463-v
5295;marca;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00514463-v
5296;releva;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00514463-v
5297;reliefa;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00514463-v
5298;sublinia;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00514463-v
5299;consistent;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01497245-a
5300;substanțial;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01497245-a
5302;mlădios;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01140290-a
5303;suplu;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01140290-a
5304;zvelt;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01140290-a
5305;prosperitate;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-14474052-n
5306;succes;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-14474052-n
5307;izbândă;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-00064789-n
5308;reușită;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-00064789-n
5309;succes;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-00064789-n
5310;pătimi;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-02719807-v
5311;suferi;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-02719807-v
5312;trage;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-02719807-v
5313;sufoca;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-01777459-v
5316;propune;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00875394-v
5317;sugera;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-00875394-v
5318;gâtui;Verb;0;1;1;0;1;1;0;1;0;0;ENG30-00077950-v
5319;strangula;Verb;0;1;1;0;1;1;0;1;0;0;ENG30-00077950-v
5320;sugruma;Verb;0;1;1;0;1;1;0;1;0;0;ENG30-00077950-v
5321;apăsător;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01229561-a
5322;deprimant;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01229561-a
5323;dezolant;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01229561-a
5324;sumbru;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01229561-a
5325;supă;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07583197-n
5326;necaz;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14448200-n
5327;supărare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14448200-n
5328;neajuns;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14448200-n
5329;impas;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14448200-n
5330;supărat;Adjective;0;1;1;0;1;0;0;0;0;0;DEX
5331;superficial;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01875227-a
5332;trivial;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02165432-a
5333;superficial;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02165432-a
5334;superfluu;Adverb;0;1;0;0;0;0;0;0;0;0;ENG30-00471122-r
5335;îndatoritor;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00231620-r
5336;control;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-13827205-n
5337;supraveghere;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-13827205-n
5338;supune;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-02110927-v
5339;resemna;Verb;0;1;0;0;0;0;0;1;0;0;ENG30-00732394-v
5340;supune;Verb;0;1;0;0;0;0;0;1;0;0;ENG30-00732394-v
5341;nepăsător;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02107386-a
5342;indiferent;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02107386-a
5343;impasibil;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02107386-a
5344;surd;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02107386-a
5345;curios;Adjective;0;0;0;0;0;0;0;0;1;0;ENG30-00969763-a
5346;ciudat;Adjective;0;0;0;0;0;0;0;0;1;0;ENG30-00969763-a
5347;neobișnuit;Adjective;0;0;0;0;0;0;0;0;1;0;ENG30-00969763-a
5348;surprinzător;Adjective;0;0;0;0;0;0;0;0;1;0;ENG30-00969763-a
5349;surpriză;Noun;0;0;0;0;0;0;0;0;1;0;ENG30-00553655-n
5350;surpriză;Noun;1;0;0;0;0;0;1;0;1;0;ENG30-00064370-n
5351;suspect;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-10681383-n
5352;oftare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07129602-n
5353;oftat;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07129602-n
5354;suspin;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07129602-n
5355;suspinare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07129602-n
5356;suspinat;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07129602-n
5357;partizan;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-10482220-n
5358;susținător;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-10482220-n
5359;sprijini;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02682954-v
5360;susține;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02682954-v
5361;susținere;Noun;1;0;0;0;0;0;0;0;0;1;DEX
5362;tabu;Noun;0;1;0;0;1;1;0;0;0;0;ENG30-04884302-n
5363;semnal;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-09185280-n
5364;tactică;Noun;0;0;0;0;0;1;0;0;0;1;ENG30-05617467-n
5365;strategie;Noun;0;0;0;0;0;1;0;0;0;1;ENG30-05617467-n
5366;tactică;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-00557588-n
5367;sacrificare;Noun;0;0;0;0;0;0;0;1;0;0;ENG30-00223854-n
5368;tăiere;Noun;0;0;0;0;0;0;0;1;0;0;ENG30-00223854-n
5369;rană;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-14287113-n
5370;tăietură;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-14287113-n
5371;ascundere;Noun;0;1;1;1;0;1;0;0;0;0;ENG30-01048912-n
5372;ascuns;Noun;0;1;1;1;0;1;0;0;0;0;ENG30-01048912-n
5373;dosire;Noun;0;1;1;1;0;1;0;0;0;0;ENG30-01048912-n
5374;tăinuire;Noun;0;1;1;1;0;1;0;0;0;0;ENG30-01048912-n
5375;temnicer;Noun;0;1;0;0;0;1;0;0;0;0;DEX
5376;căptușeală;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-03673767-n
5377;dublură;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-03673767-n
5379;tânăr;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-10804406-n
5380;tânăr;Noun;1;0;0;1;0;0;1;0;0;0;DEX
5381;țânțar;Noun;0;1;1;0;1;0;0;0;0;0;ENG30-02203152-n
5382;întârziat;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01901186-a
5383;tardiv;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01901186-a
5384;târziu;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01901186-a
5385;târî;Verb;0;1;1;0;0;0;0;1;0;0;ENG30-01917549-v
5386;târșâi;Verb;0;1;1;0;0;0;0;1;0;0;ENG30-01917549-v
5387;tardiv;Adjective;0;1;0;0;0;0;0;1;0;0;DEX
5388;taică;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-10080869-n
5389;tată;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-10080869-n
5390;taxa;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00844161-v
5391;frică;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-04860586-n
5392;teamă;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-04860586-n
5393;temere;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-04860586-n
5394;tehnologie;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-06125041-n
5395;înțelenit;Noun;0;1;0;0;0;0;0;0;0;0;DEX
5396;închisoare;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-04005630-n
5397;arest;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-04005630-n
5398;temniță;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-04005630-n
5400;glie;Noun;1;0;0;0;0;0;0;0;0;0;DEX
5401;teribil;Adverb;0;1;1;0;1;1;0;1;0;0;ENG30-00055101-r
5402;groaznic;Adverb;0;1;1;0;1;1;0;1;0;0;ENG30-00055101-r
5403;se sfârși;Verb;0;0;0;0;0;0;0;1;0;0;ENG30-02609764-v
5404;se termina;Verb;0;0;0;0;0;0;0;1;0;0;ENG30-02609764-v
5405;înceta;Verb;0;0;0;0;0;0;0;1;0;0;ENG30-02609764-v
5406;terminal;Adverb;0;1;0;0;0;1;0;1;0;0;ENG30-00127449-r
5407;nemernic;Noun;0;1;1;0;1;0;0;1;0;0;ENG30-09886220-n
5408;ticălos;Noun;0;1;1;0;1;0;0;1;0;0;ENG30-09886220-n
5409;netrebnic;Noun;0;1;1;0;1;0;0;1;0;0;ENG30-09886220-n
5410;țigară;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-03030663-n
5411;țigaretă;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-03030663-n
5412;timp;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-15122231-n
5413;țipar;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-07783967-n
5414;chișcar;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-07783967-n
5415;demnitate;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-14431902-n
5416;titlu;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-14431902-n
5419;toleranță;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-06204406-n
5420;top;Noun;1;0;0;1;0;0;0;0;0;1;DEX
5421;ciclon;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-11519450-n
5422;tornadă;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-11519450-n
5423;vinde;Verb;0;1;1;0;1;0;0;1;1;0;ENG30-02537407-v
5424;trăda;Verb;0;1;1;0;1;0;0;1;1;0;ENG30-02537407-v
5425;traducere;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-06536389-n
5426;trăgător;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-10605848-n
5427;pușcaș;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-10605848-n
5428;trage;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02742107-v
5429;împușca;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-02484570-v
5430;transă;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-05681334-n
5431;involuție;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13460299-n
5432;regres;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13460299-n
5433;decădere;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13460299-n
5434;declin;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13460299-n
5435;degenerare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13460299-n
5436;puturos;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-10612931-n
5437;trântor;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-10612931-n
5438;înghesui;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-01302577-v
5439;îngrămădi;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-01302577-v
5440;tremur;Noun;0;1;0;0;0;1;0;0;0;0;DEX
5441;se teme;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-01782432-v
5442;tremura;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-01782432-v
5443;gradat;Adverb;0;0;0;1;0;0;0;0;0;0;ENG30-00107987-r
5444;progresiv;Adverb;0;0;0;1;0;0;0;0;0;0;ENG30-00107987-r
5445;treptat;Adverb;0;0;0;1;0;0;0;0;0;0;ENG30-00107987-r
5446;excita;Verb;1;0;0;1;0;0;0;0;0;0;ENG30-01762283-v
5447;trib;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-08168531-n
5448;tribunal;Noun;0;0;1;1;0;1;0;0;0;0;ENG30-03121298-n
5449;trișa;Verb;0;1;1;0;1;0;0;0;0;0;ENG30-02573031-v
5450;trist;Adverb;0;1;0;0;0;0;0;1;0;0;ENG30-00348450-r
5451;trist;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01366277-a
5452;întristător;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01366277-a
5453;jubilator;Adjective;1;0;0;0;0;0;1;0;1;1;ENG30-00704898-a
5454;jubilant;Adjective;1;0;0;0;0;0;1;0;1;1;ENG30-00704898-a
5455;triumfător;Adjective;1;0;0;0;0;0;1;0;1;1;ENG30-00704898-a
5456;exultant;Adjective;1;0;0;0;0;0;1;0;1;1;ENG30-00704898-a
5457;troc;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-01109687-n
5458;fanfaronadă;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-07229747-n
5459;lăudăroșenie;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-07229747-n
5460;abureală;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-07229747-n
5461;stratagemă;Noun;0;1;0;0;0;0;0;0;1;0;ENG30-06760508-n
5462;subterfugiu;Noun;0;1;0;0;0;0;0;0;1;0;ENG30-06760508-n
5463;șiretlic;Noun;0;1;0;0;0;0;0;0;1;0;ENG30-06760508-n
5464;șmecherie;Noun;0;1;0;0;0;0;0;0;1;0;ENG30-06760508-n
5465;tertip;Noun;0;1;0;0;0;0;0;0;1;0;ENG30-06760508-n
5466;truc;Noun;0;1;0;0;0;0;0;0;1;0;ENG30-06760508-n
5467;tulburare;Noun;0;1;0;0;0;1;0;0;0;0;DEX
5468;vâna;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-02001858-v
5469;fugi;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-02001858-v
5470;tun;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-02950256-n
5471;custodie;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-00818678-n
5472;epitropie;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-00818678-n
5473;tutelă;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-00818678-n
5474;protejare;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-00818678-n
5475;mână;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-00818678-n
5476;tutun;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-12907465-n
5477;elev;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-09801864-n
5478;învățăcel;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-09801864-n
5479;ucenic;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-09801864-n
5480;omorî;Verb;0;1;0;0;0;1;0;1;0;0;ENG30-02482425-v
5481;ucide;Verb;0;1;0;0;0;1;0;1;0;0;ENG30-02482425-v
5482;uimi;Verb;0;0;0;0;0;0;0;0;1;0;ENG30-00724832-v
5483;ului;Verb;0;0;0;0;0;0;0;0;1;0;ENG30-00724832-v
5484;surprinde;Verb;0;0;0;0;0;0;0;0;1;0;ENG30-00724832-v
5485;minunare;Noun;1;0;0;0;0;0;1;0;1;0;ENG30-07509996-n
5486;uimire;Noun;1;0;0;0;0;0;1;0;1;0;ENG30-07509996-n
5487;minunare;Noun;0;0;0;0;0;0;0;0;1;0;ENG30-07509572-n
5488;stupefiere;Noun;0;0;0;0;0;0;0;0;1;0;ENG30-07509572-n
5489;uimire;Noun;0;0;0;0;0;0;0;0;1;0;ENG30-07509572-n
5490;uluială;Noun;0;0;0;0;0;0;0;0;1;0;ENG30-07509572-n
5491;uluire;Noun;0;0;0;0;0;0;0;0;1;0;ENG30-07509572-n
5492;uimit;Adjective;0;0;0;0;0;0;0;0;1;0;DEX
5493;uimitor;Adjective;1;0;0;0;0;0;1;0;1;0;DEX
5494;uita;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-00609100-v
5495;ultraj;Noun;0;1;1;0;1;0;0;0;0;0;ENG30-01181066-n
5497;balonat;Adjective;0;1;0;0;1;0;0;0;0;0;ENG30-01175741-a
5498;umflat;Adjective;0;1;0;0;0;0;0;0;0;0;DEX
5499;tumefiere;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-13570574-n
5500;inflamație;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-13570574-n
5501;modest;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-02340458-a
5502;mic;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-02340458-a
5503;umil;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-02340458-a
5504;îndeplini;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-02667900-v
5505;reface;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00168588-v
5506;revigora;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00168588-v
5507;unit;Adjective;1;0;0;0;0;0;0;0;0;1;DEX
5508;unitate;Noun;1;0;0;0;0;0;0;0;0;1;DEX
5509;universitate;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-08286569-n
5510;ura;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-06692973-n
5511;dușmănie;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-07546465-n
5512;ură;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-07546465-n
5513;vrăjmășie;Noun;0;1;1;0;0;1;0;0;0;0;DEX
5514;urât;Adjective;0;1;0;0;1;0;0;0;0;0;ENG30-00220956-a
5515;urgent;Adverb;0;1;0;1;0;1;0;0;1;0;ENG30-00072849-r
5516;fustangiu;Noun;0;1;0;0;0;0;0;0;0;0;DEX
5517;bosumflat;Adverb;0;1;1;0;0;0;0;0;0;0;ENG30-00470870-r
5518;îmbufnat;Adverb;0;1;1;0;0;0;0;0;0;0;ENG30-00470870-r
5519;ursuz;Adverb;0;1;1;0;0;0;0;0;0;0;ENG30-00470870-r
5520;morocănos;Adverb;0;1;1;0;0;0;0;0;0;0;ENG30-00470870-r
5521;blând;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01144571-a
5522;lin;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01144571-a
5523;ușor;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01144571-a
5524;utilitate;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05148699-n
5525;utilitate;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05149695-n
5526;uzat;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-02582873-a
5527;ponosit;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-02582873-a
5528;concediu;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-15137890-n
5529;vacanță;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-15137890-n
5530;vag;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01747364-a
5531;slab;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01747364-a
5532;vagabond;Adjective;0;1;0;0;1;0;0;1;0;0;ENG30-02128736-a
5533;hoinar;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-10765679-n
5534;vagabond;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-10765679-n
5535;val;Noun;0;0;0;0;0;0;0;0;1;0;ENG30-00364787-n
5536;calibru;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04728068-n
5537;calitate;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04728068-n
5538;valoare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04728068-n
5539;valoros;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02584981-a
5540;meritoriu;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02584981-a
5541;vanitate;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04887129-n
5542;îngâmfare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04887912-n
5543;aroganță;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04887912-n
5544;infatuare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04887912-n
5545;trufie;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04887912-n
5546;vanitate;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04887912-n
5547;semeție;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04887912-n
5548;răsturna;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-01909978-v
5549;vărsa;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-01909978-v
5550;cămin;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-03346455-n
5551;șemineu;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-03346455-n
5552;răsuflat;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01068726-a
5553;vechi;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01068726-a
5554;veghe;Noun;0;0;0;1;0;0;0;0;0;0;DEX
5555;câștig;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-13255145-n
5556;venit;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-13255145-n
5557;nefalsificat;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01115635-a
5558;original;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01115635-a
5559;veritabil;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01115635-a
5560;adevărat;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-02469756-a
5561;autentic;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-02469756-a
5562;veritabil;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-02469756-a
5563;vesel;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-00362467-a
5564;voios;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-00362467-a
5566;vioi;Adverb;1;0;0;0;0;0;1;0;0;0;ENG30-00280730-r
5567;vesel;Adverb;1;0;0;0;0;0;1;0;0;0;ENG30-00280730-r
5568;voios;Adverb;1;0;0;0;0;0;1;0;0;0;ENG30-00280730-r
5570;veselie;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04634161-n
5571;jovialitate;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04634161-n
5572;entuziasm;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04634161-n
5573;voioșie;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04634161-n
5575;ilaritate;Noun;1;0;0;0;0;0;1;0;1;0;ENG30-07529377-n
5576;veselie;Noun;1;0;0;0;0;0;1;0;1;0;ENG30-07529377-n
5577;râs;Noun;1;0;0;0;0;0;1;0;1;0;ENG30-07529377-n
5578;râset;Noun;1;0;0;0;0;0;1;0;1;0;ENG30-07529377-n
5579;veteran;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-10749123-n
5580;rău;Adjective;0;1;1;0;1;0;0;0;0;0;ENG30-02514099-a
5581;vicios;Adjective;0;1;1;0;1;0;0;0;0;0;ENG30-02514099-a
5582;păcăleală;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00171618-n
5583;vicleșug;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00171618-n
5584;viclenie;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00171618-n
5585;victimă;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-10470460-n
5586;biruință;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-07473441-n
5587;izbândă;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-07473441-n
5588;triumf;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-07473441-n
5589;victorie;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-07473441-n
5590;victorios;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-02333314-a
5591;câștigător;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-02333314-a
5592;alertă;Noun;1;0;0;1;0;1;0;0;1;0;ENG30-14036043-n
5594;vigilență;Noun;1;0;0;1;0;1;0;0;1;0;ENG30-14036043-n
5595;săritor;Adjective;1;0;0;0;0;0;0;0;0;0;DEX
5596;culpabil;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02035765-a
5597;reprobabil;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02035765-a
5598;blamabil;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02035765-a
5599;condamnabil;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02035765-a
5600;vinovat;Adjective;0;1;1;0;0;0;0;1;0;0;ENG30-01320988-a
5601;vinovăție;Noun;0;1;0;0;1;0;0;1;0;0;DEX
5602;violent;Adjective;0;1;1;0;0;1;0;0;1;0;ENG30-00304949-a
5603;violență;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-13979977-n
5604;cinste;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-04847298-n
5605;virtute;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-04847298-n
5606;corectitudine;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-04847298-n
5607;vioi;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-02280333-a
5608;viu;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-02280333-a
5609;însuflețit;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-02280333-a
5610;vorbărie;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-07013400-n
5611;conversa;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00962447-v
5612;dialoga;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00962447-v
5613;discuta;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00962447-v
5614;vorbi;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00962447-v
5615;vraci;Noun;0;1;0;0;1;0;0;0;0;0;ENG30-10497202-n
5616;Cloanță;Noun;0;1;0;0;1;1;0;0;0;0;BILI-00000141
5618;baborniță;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-10155485-n
5619;cotoroanță;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-10155485-n
